,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
35,35,231950_at,4.56e-06,3.05e-09,-10.2890549,11.309899,-1.37835124,ZNF658,zinc finger protein 658,26149
48,48,230900_at,8.53e-06,7.64e-09,-9.7219915,10.456729,-1.39747773,CCDC110,coiled-coil domain containing 110,256309
50,50,1552790_a_at,9.41e-06,8.86e-09,-9.6330249,10.319044,-0.85238004,SEC62,"SEC62 homolog, preprotein translocation factor",7095
52,52,205876_at,9.41e-06,9.28e-09,-9.6049592,10.27539,-1.75473877,LIFR,leukemia inhibitory factor receptor alpha,3977
58,58,1569542_at,1.2e-05,1.3e-08,-9.405206,9.961619,-1.25453045,ADGRA3,adhesion G protein-coupled receptor A3,166647
63,63,214044_at,1.48e-05,1.75e-08,-9.2299321,9.681821,-1.68075018,RYR2,ryanodine receptor 2,6262
68,69,225334_at,2.12e-05,2.71e-08,-8.9766276,9.269947,-0.61975817,BORCS7,BLOC-1 related complex subunit 7,119032
71,72,206912_at,2.16e-05,2.89e-08,-8.9401433,9.209884,-0.92779645,FOXE1,forkhead box E1,2304
72,73,236360_at,2.23e-05,3.13e-08,-8.894916,9.135167,-1.42638196,LINC00982,long intergenic non-protein coding RNA 982,440556
74,75,240770_at,2.23e-05,3.18e-08,-8.8861624,9.120673,-1.76489822,TMEM171,transmembrane protein 171,134285
90,91,239297_at,3.43e-05,5.8e-08,-8.5471534,8.550934,-1.56537031,LOC101927137///KIAA1456,uncharacterized LOC101927137///KIAA1456,101927137///57604
92,93,237248_at,3.43e-05,5.89e-08,-8.5382491,8.535747,-0.90693672,PDE11A,phosphodiesterase 11A,50940
93,94,213679_at,3.46e-05,6.02e-08,-8.5262752,8.515307,-1.65685085,TTC30A,tetratricopeptide repeat domain 30A,92104
99,100,235561_at,3.75e-05,6.98e-08,-8.4442438,8.374718,-1.11390095,TXNL1,thioredoxin like 1,9352
103,104,217047_s_at,4.15e-05,7.96e-08,-8.3716065,8.249415,-0.89519203,FAM13A,family with sequence similarity 13 member A,10144
109,110,213133_s_at,4.58e-05,9.3e-08,-8.2866274,8.101846,-1.24497492,LOC101060817///GCSH,"glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H",101060817///2653
117,118,229778_at,5.42e-05,1.18e-07,-8.1570835,7.874858,-2.93830493,SPX,spexin hormone,80763
123,124,238992_at,6.2e-05,1.42e-07,-8.0556315,7.695373,-1.30770252,POLI,DNA polymerase iota,11201
127,128,227771_at,6.8e-05,1.61e-07,-7.9885113,7.575793,-1.54701394,LIFR,leukemia inhibitory factor receptor alpha,3977
132,133,1555352_at,6.91e-05,1.7e-07,-7.9601515,7.525068,-1.02097847,FOXP2,forkhead box P2,93986
134,135,1553559_at,7.32e-05,1.83e-07,-7.9225996,7.457718,-1.71372052,TMEM171,transmembrane protein 171,134285
140,141,212888_at,7.82e-05,2.04e-07,-7.8651716,7.354317,-0.9055592,DICER1,"dicer 1, ribonuclease III",23405
146,147,215692_s_at,8e-05,2.19e-07,-7.8273301,7.285915,-2.33501571,MPPED2,metallophosphoesterase domain containing 2,744
147,148,204084_s_at,8e-05,2.2e-07,-7.8251167,7.281908,-0.80361537,CLN5,"ceroid-lipofuscinosis, neuronal 5",1203
149,150,242269_at,8e-05,2.21e-07,-7.8219519,7.276177,-1.50372977,LINC00982,long intergenic non-protein coding RNA 982,440556
153,154,203960_s_at,8.43e-05,2.41e-07,-7.7767089,7.194081,-1.0922568,HSPB11,heat shock protein family B (small) member 11,51668
154,155,219029_at,8.43e-05,2.42e-07,-7.7736413,7.188503,-1.43031841,TMEM267,transmembrane protein 267,64417
161,162,241017_at,9.12e-05,2.72e-07,-7.7127609,7.077526,-1.23428287,TBC1D8///RPL31,TBC1 domain family member 8///ribosomal protein L31,11138///6160
163,164,230158_at,9.16e-05,2.76e-07,-7.7039531,7.061424,-1.83920779,DPY19L2,dpy-19 like 2,283417
164,165,219643_at,9.32e-05,2.85e-07,-7.687822,7.031906,-2.87908019,LRP1B,LDL receptor related protein 1B,53353
168,169,202973_x_at,9.47e-05,2.95e-07,-7.6705409,7.00024,-0.81743639,FAM13A,family with sequence similarity 13 member A,10144
171,172,213308_at,9.6e-05,3.04e-07,-7.6543351,6.970504,-1.8863885,SHANK2,SH3 and multiple ankyrin repeat domains 2,22941
172,173,222498_at,0.000102,3.25e-07,-7.6193495,6.906177,-0.68232068,AZI2,5-azacytidine induced 2,64343
175,176,203685_at,0.000103,3.34e-07,-7.6049012,6.879557,-1.45808031,BCL2,"BCL2, apoptosis regulator",596
176,177,1554609_at,0.000104,3.37e-07,-7.6000473,6.870608,-0.81177675,LOC100287896,uncharacterized LOC100287896,100287896
178,179,210038_at,0.000104,3.44e-07,-7.5900572,6.852177,-0.95124342,PRKCQ,protein kinase C theta,5588
180,181,227439_at,0.000105,3.5e-07,-7.5813378,6.836078,-0.81479613,ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B,56899
182,183,209737_at,0.000107,3.62e-07,-7.56374,6.803553,-1.21078986,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2",9863
183,184,242273_at,0.000108,3.66e-07,-7.5577532,6.792477,-0.97557504,LLPH,"LLP homolog, long-term synaptic facilitation",84298
184,185,228107_at,0.00011,3.75e-07,-7.5443326,6.76763,-1.01673725,C8orf88,chromosome 8 open reading frame 88,100127983
185,186,204042_at,0.000112,3.83e-07,-7.5333872,6.747345,-1.35414493,WASF3,WAS protein family member 3,10810
199,200,214252_s_at,0.000129,4.74e-07,-7.4236744,6.543032,-0.9215611,CLN5,"ceroid-lipofuscinosis, neuronal 5",1203
205,206,220321_s_at,0.000136,5.15e-07,-7.3816261,6.464253,-0.54264259,CCDC121,coiled-coil domain containing 121,79635
