,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
0,0,212611_at,1.37e-06,2.51e-11,19.4,14.97869,2.34,DTX4,deltex E3 ubiquitin ligase 4,23220
5,5,241898_at,2.47e-06,2.71e-10,16.2,13.21628,3.44,LIPH,lipase H,200879
6,6,207808_s_at,5.87e-06,7.52e-10,15.0,12.40589,2.29,PROS1,protein S (alpha),5627
10,10,205016_at,6.02e-06,1.42e-09,14.2,11.88363,1.73,TGFA,transforming growth factor alpha,7039
13,13,226213_at,6.02e-06,1.54e-09,14.2,11.81826,1.72,ERBB3,erb-b2 receptor tyrosine kinase 3,2065
15,15,218826_at,7.12e-06,2.08e-09,13.8,11.56698,1.53,SLC35F2,solute carrier family 35 member F2,54733
17,17,239381_at,8.82e-06,2.9e-09,13.5,11.28832,4.48,KLK7,kallikrein related peptidase 7,5650
21,21,203355_s_at,2.765e-05,1.16e-08,12.1,10.09798,1.98,PSD3,pleckstrin and Sec7 domain containing 3,23362
22,22,228579_at,2.765e-05,1.2e-08,12.0,10.06625,2.53,KCNQ3,potassium voltage-gated channel subfamily Q member 3,3786
25,25,232067_at,2.8e-05,1.34e-08,11.9,9.96817,1.53,FAXC,failed axon connections homolog,84553
27,27,227618_at,2.859e-05,1.51e-08,11.8,9.86341,1.77,NHSL2,NHS like 2,340527
30,30,203717_at,2.938e-05,1.72e-08,11.7,9.74636,3.03,DPP4,dipeptidyl peptidase 4,1803
31,31,203786_s_at,2.938e-05,1.77e-08,11.7,9.72192,1.51,TPD52L1,tumor protein D52-like 1,7164
35,35,227240_at,3.632e-05,2.39e-08,11.4,9.45377,3.33,NGEF,neuronal guanine nucleotide exchange factor,25791
36,36,227088_at,4.371e-05,2.96e-08,11.2,9.26354,2.06,PDE5A,phosphodiesterase 5A,8654
40,40,202528_at,4.741e-05,3.56e-08,11.0,9.09813,1.8,GALE,UDP-galactose-4-epimerase,2582
42,42,200701_at,4.815e-05,3.89e-08,11.0,9.01652,1.45,NPC2,NPC intracellular cholesterol transporter 2,10577
44,44,221701_s_at,4.815e-05,4.03e-08,10.9,8.98579,3.84,STRA6,stimulated by retinoic acid 6,64220
46,46,224793_s_at,5.018e-05,4.31e-08,10.9,8.92357,1.16,TGFBR1,transforming growth factor beta receptor 1,7046
47,47,227221_at,5.687e-05,4.99e-08,10.7,8.79121,1.77,ZMAT3,zinc finger matrin-type 3,64393
49,49,222581_at,5.768e-05,5.33e-08,10.7,8.73131,1.22,XPR1,xenotropic and polytropic retrovirus receptor 1,9213
50,50,204124_at,5.768e-05,5.51e-08,10.6,8.7014,4.14,SLC34A2,solute carrier family 34 member 2,10568
52,52,202833_s_at,5.768e-05,5.64e-08,10.6,8.6801,3.78,SERPINA1,serpin family A member 1,5265
