,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
20,20,214735_at,8.26e-08,3.42e-11,-8.9885906,15.366904,-3.17819936,IPCEF1,interaction protein for cytohesin exchange factors 1,26034
25,25,207789_s_at,8.26e-08,3.93e-11,-8.9432672,15.2361,-2.63907549,DPP6,dipeptidyl peptidase like 6,1804
26,26,227642_at,9.75e-08,4.82e-11,-8.8763184,15.042388,-2.65538292,TFCP2L1,transcription factor CP2-like 1,29842
35,35,235746_s_at,2.02e-07,1.36e-10,-8.5377485,14.053864,-2.95239102,PLA2R1,phospholipase A2 receptor 1,22925
36,36,227657_at,2.02e-07,1.37e-10,-8.5359178,14.048479,-2.20549043,RNF150,ring finger protein 150,57484
37,37,236783_at,2.11e-07,1.47e-10,-8.5137103,13.983128,-2.27778762,KCNIP4,potassium voltage-gated channel interacting protein 4,80333
38,38,228546_at,2.18e-07,1.55e-10,-8.4948894,13.927694,-3.57716581,DPP6,dipeptidyl peptidase like 6,1804
41,41,203060_s_at,2.43e-07,1.89e-10,-8.4310684,13.739397,-2.56320689,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,9060
44,44,217853_at,2.56e-07,2.11e-10,-8.3962284,13.636395,-1.23954576,TNS3,tensin 3,64759
45,45,202350_s_at,2.58e-07,2.17e-10,-8.3873011,13.609979,-2.32083085,LOC100506558///MATN2,uncharacterized LOC100506558///matrilin 2,100506558///4147
47,47,236038_at,2.68e-07,2.35e-10,-8.3608313,13.531596,-2.14033251,RNF150,ring finger protein 150,57484
50,50,204623_at,3.25e-07,3.06e-10,-8.2766827,13.281859,-3.96374297,TFF3,trefoil factor 3,7033
51,51,230536_at,3.25e-07,3.09e-10,-8.2730505,13.27106,-1.80392372,PBX4,PBX homeobox 4,80714
52,52,228973_at,3.25e-07,3.23e-10,-8.2593039,13.230177,-2.02018716,DLG2,discs large MAGUK scaffold protein 2,1740
61,61,220724_at,4.29e-07,4.86e-10,-8.1281925,12.839144,-2.23007202,CWH43,cell wall biogenesis 43 C-terminal homolog,80157
63,63,203058_s_at,4.66e-07,5.46e-10,-8.0914156,12.729105,-2.33424824,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,9060
64,64,213071_at,4.71e-07,5.6e-10,-8.0832431,12.704632,-3.10548697,DPT,dermatopontin,1805
65,65,227771_at,4.8e-07,5.8e-10,-8.0720668,12.671151,-1.64344199,LIFR,leukemia inhibitory factor receptor alpha,3977
66,66,229839_at,5.49e-07,6.73e-10,-8.0246717,12.529017,-2.79471211,SCARA5,scavenger receptor class A member 5,286133
71,71,219093_at,6.43e-07,8.49e-10,-7.950752,12.306844,-2.20143629,PID1,phosphotyrosine interaction domain containing 1,55022
73,73,206243_at,6.48e-07,8.78e-10,-7.9400005,12.274479,-1.2239245,TIMP4,TIMP metallopeptidase inhibitor 4,7079
75,75,229341_at,6.48e-07,9.01e-10,-7.9320396,12.250508,-1.65251164,TFCP2L1,transcription factor CP2-like 1,29842
79,79,206043_s_at,6.68e-07,9.84e-10,-7.903928,12.165804,-1.87643399,ATP2C2,ATPase secretory pathway Ca2+ transporting 2,9914
86,86,240039_at,6.86e-07,1.09e-09,-7.8709996,12.06648,-1.66103557,PLA2R1,phospholipase A2 receptor 1,22925
87,87,239297_at,7.37e-07,1.19e-09,-7.844757,11.987241,-1.71745829,LOC101927137///KIAA1456,uncharacterized LOC101927137///KIAA1456,101927137///57604
90,90,209220_at,7.49e-07,1.27e-09,-7.8240583,11.924691,-2.16267875,GPC3,glypican 3,2719
91,91,206985_at,7.49e-07,1.28e-09,-7.8213465,11.916493,-0.95215296,HSD17B3,hydroxysteroid 17-beta dehydrogenase 3,3293
93,93,205612_at,7.49e-07,1.29e-09,-7.8174141,11.904603,-3.11471155,MMRN1,multimerin 1,22915
102,102,219059_s_at,8.12e-07,1.53e-09,-7.7642592,11.743736,-2.45746163,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,10894
103,103,206737_at,8.16e-07,1.56e-09,-7.7579763,11.724702,-0.72523283,WNT11,Wnt family member 11,7481
107,107,215643_at,8.22e-07,1.62e-09,-7.7454218,11.686658,-1.49215136,SEMA3D,semaphorin 3D,223117
110,110,230670_at,9.6e-07,1.96e-09,-7.6860639,11.506568,-1.69101266,IGSF10,immunoglobulin superfamily member 10,285313
111,111,219735_s_at,9.6e-07,1.97e-09,-7.6849748,11.503261,-1.89626991,TFCP2L1,transcription factor CP2-like 1,29842
112,112,244297_at,1.07e-06,2.21e-09,-7.6489271,11.393721,-1.59269486,ANKRD18A,ankyrin repeat domain 18A,253650
114,114,214798_at,1.09e-06,2.29e-09,-7.6365776,11.356165,-1.33416823,ATP2C2,ATPase secretory pathway Ca2+ transporting 2,9914
118,118,204633_s_at,1.21e-06,2.63e-09,-7.5931858,11.224091,-1.23850286,RPS6KA5,ribosomal protein S6 kinase A5,9252
