,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
0,0,211429_s_at,1.26e-08,2.3e-13,17.7728851,19.463403,3.93007174,SERPINA1,serpin family A member 1,5265
1,1,203256_at,1.85e-08,6.75e-13,16.7442933,18.61433,2.73856515,CDH3,cadherin 3,1001
2,2,201666_at,2.84e-08,1.56e-12,15.9822351,17.93953,2.40700965,TIMP1,TIMP metallopeptidase inhibitor 1,7076
3,3,202833_s_at,7.86e-08,5.75e-12,14.8509422,16.858866,3.97897281,SERPINA1,serpin family A member 1,5265
4,4,212850_s_at,9.01e-08,8.24e-12,14.5521185,16.556509,3.44057501,LRP4,LDL receptor related protein 4,4038
5,5,205728_at,9.7e-08,1.06e-11,14.3421424,16.339592,3.7852584,TENM1,teneurin transmembrane protein 1,10178
6,6,213241_at,1.58e-07,2.02e-11,13.8259708,15.790171,2.40972669,PLXNC1,plexin C1,10154
7,7,209360_s_at,4.97e-07,7.27e-11,12.8454863,14.67945,1.88789163,LOC101928269///LOC100506403///RUNX1,uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1,101928269///100506403///861
8,8,205174_s_at,6.75e-07,1.11e-10,12.5324357,14.305162,2.87200709,QPCT,glutaminyl-peptide cyclotransferase,25797
9,9,232231_at,7.3e-07,1.34e-10,12.3993817,14.14306,2.55478851,RUNX2,runt related transcription factor 2,860
10,10,226961_at,8.43e-07,1.7e-10,12.2276912,13.931171,3.96141538,PRR15,proline rich 15,222171
11,11,230518_at,1.08e-06,2.38e-10,11.9879805,13.630123,1.46427642,MPZL2,myelin protein zero like 2,10205
12,12,224929_at,1.38e-06,3.45e-10,11.7280643,13.296681,1.51320061,TMEM173,transmembrane protein 173,340061
13,13,207691_x_at,1.38e-06,3.53e-10,11.7106493,13.274074,2.3273558,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953
14,14,202638_s_at,1.7e-06,4.68e-10,11.5179717,13.021696,2.36134538,ICAM1,intercellular adhesion molecule 1,3383
15,15,209473_at,1.79e-06,5.51e-10,11.4056938,12.872699,1.9621554,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953
16,16,200701_at,1.79e-06,6.41e-10,11.3039264,12.736405,1.16311032,NPC2,NPC intracellular cholesterol transporter 2,10577
17,17,228585_at,1.79e-06,6.84e-10,11.2606759,12.678119,3.03926944,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953
18,18,212895_s_at,1.79e-06,6.98e-10,11.246321,12.658726,1.25916381,ABR,active BCR-related,29
19,19,229584_at,1.79e-06,7.15e-10,11.2305637,12.637412,3.08696193,LRRK2,leucine rich repeat kinase 2,120892
20,20,211564_s_at,1.79e-06,7.17e-10,11.2289227,12.63519,3.44754382,PDLIM4,PDZ and LIM domain 4,8572
21,21,214175_x_at,1.79e-06,7.22e-10,11.2238134,12.628272,2.7437063,PDLIM4,PDZ and LIM domain 4,8572
22,22,227618_at,1.83e-06,7.89e-10,11.1642435,12.547383,1.81130252,NHSL2,NHS like 2,340527
23,23,207144_s_at,1.83e-06,8.01e-10,11.1544006,12.533978,3.90656658,CITED1,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1,4435
24,24,218309_at,1.9e-06,8.67e-10,11.1015597,12.461818,2.54760519,CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1,55450
25,25,204124_at,2.39e-06,1.13e-09,10.9242689,12.217299,3.62152869,SLC34A2,solute carrier family 34 member 2,10568
26,26,209474_s_at,2.83e-06,1.44e-09,10.7663063,11.996272,2.37842018,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953
27,27,222549_at,2.83e-06,1.47e-09,10.7533217,11.977969,3.77560386,CLDN1,claudin 1,9076
28,28,202295_s_at,2.83e-06,1.5e-09,10.7419274,11.961891,2.09810594,CTSH,cathepsin H,1512
29,29,208949_s_at,3.06e-06,1.68e-09,10.6684006,11.857761,1.86511899,LGALS3,"lectin, galactoside binding soluble 3",3958
30,30,212611_at,3.27e-06,1.87e-09,10.6009958,11.761719,2.3176905,DTX4,deltex E3 ubiquitin ligase 4,23220
31,31,209395_at,3.27e-06,1.92e-09,10.5838016,11.73713,4.66261813,CHI3L1,chitinase 3 like 1,1116
32,32,203717_at,3.41e-06,2.06e-09,10.5388965,11.67274,3.41309932,DPP4,dipeptidyl peptidase 4,1803
33,33,202733_at,3.58e-06,2.23e-09,10.4881214,11.599633,1.75230118,LOC101927705///P4HA2,uncharacterized LOC101927705///prolyl 4-hydroxylase subunit alpha 2,101927705///8974
34,34,206765_at,4.23e-06,2.71e-09,10.3628699,11.417915,2.5674265,KCNJ2,potassium voltage-gated channel subfamily J member 2,3759
36,36,203409_at,4.56e-06,3.15e-09,10.2689545,11.280366,1.28632933,DDB2,damage specific DNA binding protein 2,1643
37,37,244825_at,4.56e-06,3.17e-09,10.2646114,11.273978,0.98316906,SHROOM4,shroom family member 4,57477
39,39,219257_s_at,5.7e-06,4.25e-09,10.0810993,11.001862,0.94819346,SPHK1,sphingosine kinase 1,8877
40,40,205713_s_at,5.7e-06,4.27e-09,10.0780003,10.99723,3.38553735,COMP,cartilage oligomeric matrix protein,1311
41,41,204105_s_at,6.89e-06,5.29e-09,9.9460768,10.798876,2.00199622,NRCAM,neuronal cell adhesion molecule,4897
42,42,211478_s_at,7.93e-06,6.46e-09,9.8237499,10.61292,3.4789258,DPP4,dipeptidyl peptidase 4,1803
43,43,205325_at,7.93e-06,6.51e-09,9.8192664,10.606067,1.22577231,PHYHIP,phytanoyl-CoA 2-hydroxylase interacting protein,9796
44,44,226034_at,7.93e-06,6.53e-09,9.817926,10.604018,1.87168981,DUSP4,dual specificity phosphatase 4,1846
45,45,203889_at,7.98e-06,6.73e-09,9.7991959,10.575357,2.30974782,SCG5,secretogranin V,6447
46,46,227055_at,7.98e-06,6.86e-09,9.7877554,10.557829,2.29684176,METTL7B,methyltransferase like 7B,196410
47,47,208025_s_at,8.34e-06,7.32e-09,9.748257,10.497176,3.25936025,HMGA2,high mobility group AT-hook 2,8091
49,49,205954_at,9e-06,8.23e-09,9.6777077,10.388328,3.06454178,RXRG,retinoid X receptor gamma,6258
51,51,202071_at,9.41e-06,9.09e-09,9.6175226,10.294945,2.06861582,SDC4,syndecan 4,6385
53,53,203234_at,9.41e-06,9.3e-09,9.6042363,10.274264,2.04486888,UPP1,uridine phosphorylase 1,7378
54,54,208161_s_at,9.68e-06,9.74e-09,9.5765409,10.23108,2.02423859,ABCC3,ATP binding cassette subfamily C member 3,8714
55,55,202637_s_at,9.74e-06,1e-08,9.5576937,10.201633,1.57213377,ICAM1,intercellular adhesion molecule 1,3383
56,56,209396_s_at,9.74e-06,1.02e-08,9.5513488,10.191709,4.27683511,CHI3L1,chitinase 3 like 1,1116
