,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
1,1,244825_at,2.03e-30,8.49e-35,19.4383435,68.613359,2.10187561,SHROOM4,shroom family member 4,57477
4,4,202701_at,1.08e-28,9.91e-33,18.2407198,63.942009,1.02288296,BMP1,bone morphogenetic protein 1,649
5,5,228585_at,1.4000000000000001e-28,1.94e-32,18.0758598,63.284465,3.57462127,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953
6,6,208025_s_at,1.4000000000000001e-28,1.95e-32,18.0743549,63.278447,5.38930092,HMGA2,high mobility group AT-hook 2,8091
7,7,200701_at,1.4000000000000001e-28,2.2e-32,18.0443618,63.158433,1.65416803,NPC2,NPC intracellular cholesterol transporter 2,10577
9,9,242344_at,1.8499999999999999e-28,3.39e-32,17.938463,62.733752,5.99256743,GABRB2,gamma-aminobutyric acid type A receptor beta2 subunit,2561
10,10,205728_at,3.76e-28,7.570000000000001e-32,17.7423289,61.943333,4.62507757,TENM1,teneurin transmembrane protein 1,10178
11,11,219628_at,4.34e-28,9.53e-32,17.6865753,61.717728,1.94958999,ZMAT3,zinc finger matrin-type 3,64393
13,13,207808_s_at,9.04e-28,2.32e-31,17.4709079,60.841197,2.67060195,PROS1,protein S (alpha),5627
14,14,202609_at,9.04e-28,2.48e-31,17.4551153,60.776771,1.92524268,EPS8,epidermal growth factor receptor pathway substrate 8,2059
15,15,214803_at,1.07e-27,3.14e-31,17.3981929,60.544287,3.1468288,CDH6,cadherin 6,1004
18,18,205954_at,3.55e-27,1.24e-30,17.0701914,59.196347,3.73427027,RXRG,retinoid X receptor gamma,6258
20,20,212850_s_at,4.020000000000001e-27,1.5399999999999998e-30,17.0171728,58.977135,4.46996935,LRP4,LDL receptor related protein 4,4038
22,22,222921_s_at,6.190000000000001e-27,2.61e-30,16.8927976,58.461437,2.66266466,HEY2,hes related family bHLH transcription factor with YRPW motif 2,23493
24,24,235871_at,8.090000000000001e-27,3.7e-30,16.8099765,58.116905,2.08873655,LIPH,lipase H,200879
25,25,202071_at,8.850000000000001e-27,4.21e-30,16.7792458,57.988837,2.30429199,SDC4,syndecan 4,6385
26,26,203780_at,9.96e-27,4.92e-30,16.7425813,57.835877,2.34571806,MPZL2,myelin protein zero like 2,10205
27,27,205485_at,1.07e-26,5.5000000000000005e-30,16.7161929,57.725678,2.85848759,RYR1,ryanodine receptor 1,6261
28,28,202528_at,1.26e-26,6.68e-30,16.6704093,57.534267,2.24268085,GALE,UDP-galactose-4-epimerase,2582
31,31,225056_at,2.74e-26,1.5999999999999999e-29,16.4650124,56.67215,1.74159838,SIPA1L2,signal induced proliferation associated 1 like 2,57568
32,32,227618_at,2.9300000000000003e-26,1.7700000000000001e-29,16.4421443,56.575822,2.11066699,NHSL2,NHS like 2,340527
