,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
10,10,39_7_4,1.61e-05,1.42e-08,11.1993242,9.94885,1.9772383,P4HA2,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide II",8974
18,18,46_8_6,0.000116,1.77e-07,9.213117,7.61482,1.7639857,EML4,echinoderm microtubule associated protein like 4,27436
33,33,40_13_2,0.000282,7.69e-07,8.1838819,6.21788,1.6500916,FLJ10986,hypothetical protein FLJ10986,55277
37,37,15_20_3,0.000429,1.31e-06,7.8304521,5.70521,1.7633464,XPR1,xenotropic and polytropic retrovirus receptor,9213
42,42,8_31_4,0.000472,1.63e-06,7.6903384,5.4971,2.6130803,HPR,haptoglobin-related protein,3250
44,44,23_24_6,0.000507,1.84e-06,7.6093836,5.37557,2.4646394,PSD3,pleckstrin and Sec7 domain containing 3,23362
46,46,9_28_3,0.000569,2.16e-06,7.5086249,5.223,1.7558163,GAL3ST1,galactose-3-O-sulfotransferase 1,9514
53,53,8_20_4,0.00064,2.82e-06,7.3404439,4.96506,1.5375963,ITGBL1,"integrin, beta-like 1 (with EGF-like repeat domains)",9358
54,54,1_15_1,0.00064,2.82e-06,7.3401274,4.96458,2.6007642,FLJ10986,hypothetical protein FLJ10986,55277
58,58,23_9_6,0.000676,3.19e-06,7.2617912,4.84302,1.9862837,TIAM1,T-cell lymphoma invasion and metastasis 1,7074
59,59,35_28_3,0.000677,3.25e-06,7.2501505,4.82488,2.4400052,NPC2,"Niemann-Pick disease, type C2",10577
61,61,37_26_4,0.000778,3.87e-06,7.1436249,4.65795,4.3453328,SCEL,sciellin,8796
63,63,50_30_1,0.000796,4.08e-06,7.1103817,4.60551,1.4608537,FAS,"Fas (TNF receptor superfamily, member 6)",355
64,64,22_9_1,0.000808,4.21e-06,7.091354,4.57543,2.0139575,PCK1,phosphoenolpyruvate carboxykinase 1 (soluble),5105
68,68,31_8_6,0.000837,4.63e-06,7.0332243,4.48318,1.7651685,EXPH5,exophilin 5,23086
70,70,52_22_6,0.000901,5.12e-06,6.9706631,4.38334,1.336123,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,25902
73,73,49_21_7,0.000969,5.74e-06,6.9016289,4.27249,1.3402468,PDZD8,PDZ domain containing 8,118987
77,77,41_15_7,0.00112,6.99e-06,6.7831794,4.08065,1.5133367,SFN,stratifin,2810
80,80,25_3_8,0.00136,8.85e-06,6.6427457,3.85049,2.1402368,FLJ10986,hypothetical protein FLJ10986,55277
83,83,7_20_2,0.00146,9.88e-06,6.5774548,3.74247,2.718823,SLC1A5,"solute carrier family 1 (neutral amino acid transporter), member 5",6510
84,84,2_18_6,0.00146,9.97e-06,6.5721506,3.73367,2.9567467,CAMK2N1,calcium/calmodulin-dependent protein kinase II inhibitor 1,55450
87,87,57_10_7,0.0015,1.06e-05,6.5358245,3.67327,1.543484,FLJ42258///CCND1,FLJ42258 protein///cyclin D1,440049///595
88,88,28_8_6,0.00154,1.1e-05,6.5135374,3.63611,2.1160836,ASF1B,ASF1 anti-silencing function 1 homolog B (S. cerevisiae),55723
89,89,1_26_6,0.00154,1.11e-05,6.5086877,3.62802,1.6746408,RAI14,retinoic acid induced 14,26064
90,90,20_4_2,0.00165,1.2e-05,6.4609793,3.5482,2.3794904,MALL,"mal, T-cell differentiation protein-like",7851
93,93,10_15_1,0.0019,1.44e-05,6.3580221,3.37478,1.6682082,CDK6,cyclin-dependent kinase 6,1021
94,94,41_11_1,0.0019,1.45e-05,6.3538198,3.36767,2.9884282,APOC1,apolipoprotein C-I,341
96,96,35_13_8,0.00193,1.5e-05,6.3330154,3.33242,1.395044,CDH13,"cadherin 13, H-cadherin (heart)",1012
97,97,36_28_2,0.00199,1.56e-05,6.3099521,3.29327,2.7791608,OLR1,oxidized low density lipoprotein (lectin-like) receptor 1,4973
98,98,58_15_1,0.00205,1.63e-05,6.2866278,3.2536,1.4201504,CLC,Charcot-Leyden crystal protein,1178
100,100,28_7_7,0.00209,1.69e-05,6.2636756,3.21448,1.0658921,SULF1,sulfatase 1,23213
105,105,14_18_4,0.00246,2.09e-05,6.1436035,3.00855,2.2461492,STX4,syntaxin 4,6810
113,113,34_21_1,0.00264,2.43e-05,6.0577416,2.85999,3.3681996,ZFP90///CDH3,"zinc finger protein 90 homolog (mouse)///cadherin 3, type 1, P-cadherin (placental)",146198///1001
116,116,37_16_6,0.00268,2.51e-05,6.0399265,2.82903,1.596805,SERINC2,serine incorporator 2,347735
119,119,36_12_1,0.00283,2.72e-05,5.9941045,2.74918,1.0620587,PRKAR1B,"protein kinase, cAMP-dependent, regulatory, type I, beta",5575
128,128,15_22_5,0.00316,3.26e-05,5.8923042,2.57068,1.0062299,ST6GALNAC1,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",55808
130,130,1_31_6,0.00348,3.7e-05,5.8227452,2.44784,1.0583622,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,9448
131,131,9_7_4,0.00348,3.7e-05,5.8214008,2.44546,1.8446533,MDK,midkine (neurite growth-promoting factor 2),4192
133,133,55_28_1,0.00348,3.78e-05,5.8106854,2.42647,1.1641169,GPX1,glutathione peroxidase 1,2876
135,135,34_8_3,0.00348,3.8e-05,5.8077572,2.42128,1.1733173,DLEU1,"deleted in lymphocytic leukemia, 1",10301
137,137,54_27_4,0.0037,4.09e-05,5.7661784,2.34743,1.7721835,IMPG1,interphotoreceptor matrix proteoglycan 1,3617
139,139,24_21_2,0.00381,4.28e-05,5.7418627,2.30413,1.6174892,ETV5,ets variant gene 5 (ets-related molecule),2119
140,140,16_4_5,0.00384,4.34e-05,5.7335844,2.28937,1.2600473,HSHUR7SEQ///SERPINB13,"UV-B repressed sequence, HUR 7///serpin peptidase inhibitor, clade B (ovalbumin), member 13",54735///5275
146,146,54_20_1,0.00386,4.59e-05,5.7025991,2.23403,4.6088,MCAM///FN1,melanoma cell adhesion molecule///fibronectin 1,4162///2335
154,154,35_18_5,0.00443,5.5e-05,5.6034645,2.05606,1.4230445,MYEF2,myelin expression factor 2,50804
155,155,18_20_7,0.00443,5.53e-05,5.6002807,2.05032,1.4247529,IGF2BP2,insulin-like growth factor 2 mRNA binding protein 2,10644
160,160,56_31_1,0.005,6.48e-05,5.5146013,1.89536,1.3591964,ALDH3B1,"aldehyde dehydrogenase 3 family, member B1",221
161,161,42_21_3,0.005,6.53e-05,5.5100649,1.88712,1.3718151,C17orf81///CLDN7,chromosome 17 open reading frame 81///claudin 7,23587///1366
167,167,14_9_1,0.00504,6.82e-05,5.4867857,1.84483,2.0350102,PLAUR,"plasminogen activator, urokinase receptor",5329
170,170,20_21_5,0.00523,7.21e-05,5.4566424,1.78995,0.9913749,DBI,"diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)",1622
171,171,17_17_2,0.00523,7.21e-05,5.4565387,1.78976,1.6872329,MLLT11,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11",10962
178,178,3_6_3,0.00573,8.41e-05,5.3738078,1.63851,1.8021611,MAPKAPK3,mitogen-activated protein kinase-activated protein kinase 3,7867
181,181,21_6_4,0.00573,8.44e-05,5.3719724,1.63515,1.9875836,INHBB,"inhibin, beta B",3625
185,185,37_13_7,0.00583,8.69e-05,5.3560653,1.60595,1.1219026,E2F5,"E2F transcription factor 5, p130-binding",1875
186,186,4_13_5,0.00592,8.86e-05,5.3455304,1.5866,2.0623908,HSPBP1,hsp70-interacting protein,23640
189,189,12_5_8,0.00599,9.12e-05,5.3302428,1.55849,3.0907125,FN1,fibronectin 1,2335
191,191,11_13_1,0.00618,9.52e-05,5.3072906,1.51623,1.9355522,IL1A,"interleukin 1, alpha",3552
194,194,11_24_1,0.00623,9.74e-05,5.2949459,1.49348,2.3908531,MNDA,myeloid cell nuclear differentiation antigen,4332
195,195,18_5_8,0.00628,9.94e-05,5.2843214,1.47387,2.5733841,C6orf64,chromosome 6 open reading frame 64,55776
197,197,39_9_8,0.00628,0.0001,5.2804627,1.46675,1.6474133,GARS,glycyl-tRNA synthetase,2617
199,199,2_31_7,0.00629,0.000101,5.274831,1.45635,2.1847126,NP,nucleoside phosphorylase,4860
201,201,57_13_5,0.00629,0.000102,5.2696348,1.44675,1.2700581,LEF1,lymphoid enhancer-binding factor 1,51176
203,203,12_2_6,0.00629,0.000103,5.2659821,1.44,1.1759807,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,25902
204,204,24_14_2,0.00642,0.000105,5.2528911,1.4158,1.6182823,GPR109B,G protein-coupled receptor 109B,8843
207,207,16_11_2,0.00642,0.000107,5.2445557,1.40037,1.5493731,S100A11,S100 calcium binding protein A11,6282
208,208,10_22_7,0.00643,0.000108,5.2412639,1.39428,4.0789633,DPP4,"dipeptidyl-peptidase 4 (CD26, adenosine deaminase complexing protein 2)",1803
209,209,16_15_7,0.00658,0.000111,5.2265201,1.36697,0.9818277,BAX,BCL2-associated X protein,581
213,213,39_4_3,0.0067,0.000115,5.2068778,1.33054,0.9934693,POLR2D,polymerase (RNA) II (DNA directed) polypeptide D,5433
218,218,15_22_1,0.00682,0.00012,5.1840211,1.28809,2.0706467,SERPINB2,"serpin peptidase inhibitor, clade B (ovalbumin), member 2",5055
221,221,41_22_3,0.00686,0.000122,5.1753942,1.27205,1.425674,PTP4A3,"protein tyrosine phosphatase type IVA, member 3",11156
228,228,41_16_7,0.00712,0.000131,5.1386318,1.20359,1.6526059,CLDN1,claudin 1,9076
234,234,9_9_1,0.00739,0.000139,5.1058629,1.14242,2.3040217,PROS1,protein S (alpha),5627
235,235,23_13_2,0.00755,0.000143,5.0895681,1.11195,1.9334871,GPR162,G protein-coupled receptor 162,27239
239,239,2_23_6,0.00769,0.000148,5.0734523,1.08179,1.2862805,SIPA1L2,signal-induced proliferation-associated 1 like 2,57568
242,242,3_2_3,0.00794,0.000155,5.0490996,1.03615,2.4691481,EPYC,epiphycan,1833
245,245,16_11_5,0.00801,0.000158,5.0371262,1.01368,3.3900563,C8orf4,chromosome 8 open reading frame 4,56892
246,246,50_20_7,0.00801,0.000159,5.0339748,1.00776,1.8904414,CDKN1A,"cyclin-dependent kinase inhibitor 1A (p21, Cip1)",1026
248,248,25_18_3,0.00801,0.00016,5.0328075,1.00557,3.228394,FN1,fibronectin 1,2335
250,250,1_7_4,0.0083,0.000167,5.0100905,0.96289,1.2420787,DMPK,dystrophia myotonica-protein kinase,1760
251,251,6_6_7,0.00832,0.000168,5.0066201,0.95636,1.1118746,WIZ,widely interspaced zinc finger motifs,58525
254,254,37_18_5,0.00834,0.000171,4.997213,0.93866,1.0072485,LOC57228,small trans-membrane and glycosylated protein,57228
261,261,44_9_1,0.00882,0.000185,4.9555666,0.86018,2.3148523,CEACAM6///CEACAM5,carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen)///carcinoembryonic antigen-related cell adhesion molecule 5,4680///1048
262,262,52_18_1,0.00885,0.000187,4.9511379,0.85182,1.7451513,ANXA1,annexin A1,301
263,263,60_8_1,0.00885,0.000188,4.9485047,0.84685,1.2576129,SLC4A1,"solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)",6521
