,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
0,0,210495_x_at,5.04e-19,3.97e-23,26.5,41.01593,1.14,FN1,fibronectin 1,2335
1,1,216442_x_at,5.04e-19,5.66e-23,26.2,40.71885,1.16,FN1,fibronectin 1,2335
2,2,211429_s_at,5.04e-19,6.779999999999999e-23,26.1,40.56752,1.34,SERPINA1,serpin family A member 1,5265
3,3,211719_x_at,6.07e-19,1.09e-22,25.6,40.17029,1.23,FN1,fibronectin 1,2335
4,4,212464_s_at,1.07e-18,2.4e-22,25.0,39.50211,1.3,FN1,fibronectin 1,2335
5,5,202833_s_at,2.15e-18,5.79e-22,24.3,38.74988,1.67,SERPINA1,serpin family A member 1,5265
6,6,207808_s_at,2.06e-16,6.48e-20,20.7,34.6103,0.982,PROS1,protein S (alpha),5627
7,7,203510_at,2.86e-16,1.03e-19,20.4,34.19772,0.914,MET,"MET proto-oncogene, receptor tyrosine kinase",4233
8,8,202528_at,1.85e-14,7.46e-18,17.6,30.2826,0.881,GALE,UDP-galactose-4-epimerase,2582
10,10,204328_at,4.24e-14,2.09e-17,17.0,29.32526,0.962,TMC6,transmembrane channel like 6,11322
13,13,203256_at,4.33e-14,2.72e-17,16.8,29.08089,1.79,CDH3,cadherin 3,1001
17,17,203780_at,1.15e-12,9.25e-16,14.8,25.75815,0.78,MPZL2,myelin protein zero like 2,10205
20,20,211564_s_at,4.53e-12,4.27e-15,14.0,24.29968,1.1,PDLIM4,PDZ and LIM domain 4,8572
21,21,201666_at,6.02e-12,5.94e-15,13.9,23.98388,0.82,TIMP1,TIMP metallopeptidase inhibitor 1,7076
23,23,218368_s_at,1.1e-11,1.19e-14,13.5,23.32098,0.837,TNFRSF12A,TNF receptor superfamily member 12A,51330
26,27,203355_s_at,2.17e-11,2.73e-14,13.1,22.5216,0.761,PSD3,pleckstrin and Sec7 domain containing 3,23362
27,28,218313_s_at,2.76e-11,3.59e-14,13.0,22.25695,0.803,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,51809
28,29,202826_at,2.93e-11,3.94e-14,12.9,22.16545,0.659,SPINT1,"serine peptidase inhibitor, Kunitz type 1",6692
29,30,204493_at,3.46e-11,4.82e-14,12.8,21.97219,0.83,BID,BH3 interacting domain death agonist,637
30,31,208949_s_at,6.36e-11,9.13e-14,12.5,21.35531,0.576,LGALS3,"lectin, galactoside binding soluble 3",3958
31,32,214175_x_at,9.58e-11,1.42e-13,12.3,20.92914,1.22,PDLIM4,PDZ and LIM domain 4,8572
33,34,209270_at,1.03e-10,1.62e-13,12.2,20.79994,0.979,LAMB3,laminin subunit beta 3,3914
34,35,203717_at,1.11e-10,1.79e-13,12.2,20.70357,1.25,DPP4,dipeptidyl peptidase 4,1803
35,37,205174_s_at,1.12e-10,1.91e-13,12.2,20.64206,1.08,QPCT,glutaminyl-peptide cyclotransferase,25797
