,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
0,0,205923_at,3.08e-05,2.36e-09,-7.21683436,11.10678,-1.29,RELN,reelin,5649
1,1,213071_at,3.08e-05,2.76e-09,-7.17369348,10.96091,-3.73,DPT,dermatopontin,1805
2,2,220037_s_at,7.1e-05,9.56e-09,-6.83395431,9.81035,-2.91,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,10894
4,4,209612_s_at,7.17e-05,1.77e-08,-6.66471819,9.2366,-2.58,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",125
5,5,201525_at,7.17e-05,1.93e-08,-6.64144794,9.1577,-2.51,APOD,apolipoprotein D,347
6,6,202995_s_at,7.84e-05,2.46e-08,-6.57481717,8.93183,-2.31,FBLN1,fibulin 1,2192
7,7,214414_x_at,0.000101,4.57e-08,-6.40505372,8.35666,-1.77,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,3040///3039
8,8,209116_x_at,0.000101,4.71e-08,-6.3966395,8.32817,-2.31,HBB,hemoglobin subunit beta,3043
9,9,211699_x_at,0.000101,5.25e-08,-6.36697851,8.22775,-1.63,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,3040///3039
11,11,205382_s_at,0.000101,5.97e-08,-6.33200056,8.10937,-2.91,CFD,complement factor D,1675
12,12,202994_s_at,0.000101,6.07e-08,-6.32721294,8.09317,-3.71,FBLN1,fibulin 1,2192
13,13,210155_at,0.000101,6.34e-08,-6.31515338,8.05236,-2.33,MYOC,myocilin,4653
14,14,213247_at,0.0001104,7.54e-08,-6.26779094,7.89216,-1.71,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",79987
15,15,217232_x_at,0.0001104,7.93e-08,-6.25384996,7.84503,-1.9,HBB,hemoglobin subunit beta,3043
16,16,219778_at,0.000118,9e-08,-6.2189807,7.72717,-1.8,ZFPM2,"zinc finger protein, FOG family member 2",23414
18,18,211726_s_at,0.0001231,1.05e-07,-6.17675423,7.58451,-1.33,FMO2,flavin containing monooxygenase 2,2327
19,19,219059_s_at,0.0001235,1.11e-07,-6.16169067,7.53364,-2.04,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,10894
