,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
0,0,202528_at,3.92e-22,7.17e-27,17.930267,50.54615,2.17009737,GALE,UDP-galactose-4-epimerase,2582
1,1,213423_x_at,7.84e-22,4.41e-26,17.336621,48.79142,2.91979917,TUSC3,tumor suppressor candidate 3,7991
2,2,207808_s_at,7.84e-22,5.5e-26,17.265099,48.57708,2.7970699,PROS1,protein S (alpha),5627
3,3,241898_at,7.84e-22,7.450000000000001e-26,17.167726,48.28426,2.21748604,LIPH,lipase H,200879
4,4,235871_at,7.84e-22,8.43e-26,17.128144,48.16488,2.06675096,LIPH,lipase H,200879
5,5,209228_x_at,7.84e-22,8.610000000000001e-26,17.121478,48.14476,2.60372384,TUSC3,tumor suppressor candidate 3,7991
6,6,218313_s_at,2.3700000000000007e-21,3.04e-25,16.720356,46.92363,2.05969063,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,51809
7,7,242344_at,5.880000000000001e-21,8.6e-25,16.393759,45.91431,5.63716187,GABRB2,gamma-aminobutyric acid type A receptor beta2 subunit,2561
8,8,207595_s_at,2.06e-20,3.3899999999999996e-24,15.969617,44.58308,0.918624,BMP1,bone morphogenetic protein 1,649
9,9,213422_s_at,4.1e-20,7.49e-24,15.72721,43.81175,1.97582951,MXRA8,matrix remodeling associated 8,54587
10,10,224598_at,7.55e-20,1.5199999999999998e-23,15.513133,43.12417,1.22618898,MGAT4B,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B",11282
11,11,229927_at,1.19e-19,2.66e-23,15.344594,42.57861,2.22851891,LEMD1,LEM domain containing 1,93273
12,12,218613_at,1.19e-19,2.97e-23,15.311766,42.47191,2.13485076,PSD3,pleckstrin and Sec7 domain containing 3,23362
13,13,228579_at,1.19e-19,3.04e-23,15.304766,42.44913,1.62252628,KCNQ3,potassium voltage-gated channel subfamily Q member 3,3786
14,14,232067_at,1.21e-19,3.32e-23,15.278266,42.36287,2.50521963,FAXC,failed axon connections homolog,84553
15,15,203256_at,1.58e-19,4.63e-23,15.179202,42.03957,2.61849439,CDH3,cadherin 3,1001
16,16,222587_s_at,6.83e-19,2.25e-22,14.712601,40.49924,2.20915559,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,51809
18,18,205485_at,8.04e-19,2.7900000000000003e-22,14.649102,40.28737,2.52043639,RYR1,ryanodine receptor 1,6261
19,19,205954_at,1.17e-18,4.4800000000000005e-22,14.511308,39.82574,3.2483982,RXRG,retinoid X receptor gamma,6258
20,20,205574_x_at,1.17e-18,4.49e-22,14.510805,39.82405,1.02355751,BMP1,bone morphogenetic protein 1,649
21,21,1554576_a_at,1.48e-18,5.99e-22,14.426864,39.54159,1.52070768,ETV4,ETS variant 4,2118
22,22,210761_s_at,1.48e-18,6.23e-22,14.415801,39.50429,1.1775845,GRB7,growth factor receptor bound protein 7,2886
23,23,205016_at,1.59e-18,6.99e-22,14.382373,39.39149,2.59929782,TGFA,transforming growth factor alpha,7039
24,24,213668_s_at,2.35e-18,1.09e-21,14.253115,38.9539,1.805092,SOX4,SRY-box 4,6659
25,25,226961_at,2.35e-18,1.1200000000000002e-21,14.2475,38.93484,4.68639807,PRR15,proline rich 15,222171
26,26,208025_s_at,2.5e-18,1.24e-21,14.218239,38.83545,4.61830474,HMGA2,high mobility group AT-hook 2,8091
27,27,209227_at,2.82e-18,1.4500000000000002e-21,14.172932,38.68132,2.51887606,TUSC3,tumor suppressor candidate 3,7991
28,28,209270_at,3.12e-18,1.65e-21,14.134435,38.55014,2.68180037,LAMB3,laminin subunit beta 3,3914
29,29,229372_at,3.85e-18,2.11e-21,14.064725,38.3121,2.00896831,GOLT1A,golgi transport 1A,127845
30,30,229770_at,4.35e-18,2.4700000000000002e-21,14.01994,38.15883,1.51525672,GLT1D1,glycosyltransferase 1 domain containing 1,144423
31,31,227055_at,4.81e-18,2.8100000000000007e-21,13.982688,38.03113,3.12560823,METTL7B,methyltransferase like 7B,196410
32,32,210621_s_at,4.87e-18,2.9400000000000006e-21,13.970325,37.98871,1.13622099,RASA1,RAS p21 protein activator 1,5921
33,33,220603_s_at,5.28e-18,3.2900000000000002e-21,13.938391,37.87904,1.33621247,MCTP2,multiple C2 and transmembrane domain containing 2,55784
34,34,220189_s_at,5.46e-18,3.5e-21,13.920864,37.81879,1.1348207,MGAT4B,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B",11282
35,35,242093_at,5.62e-18,3.7e-21,13.904718,37.76325,4.00666295,SYTL5,synaptotagmin like 5,94122
36,36,202239_at,6.84e-18,4.6300000000000004e-21,13.840988,37.54368,1.14727615,PARP4,poly(ADP-ribose) polymerase family member 4,143
37,37,1556034_s_at,8.15e-18,5.670000000000001e-21,13.783779,37.34611,0.7395314,MTMR11,myotubularin related protein 11,10903
39,39,221073_s_at,9.34e-18,6.85e-21,13.730118,37.16039,1.97342646,NOD1,nucleotide binding oligomerization domain containing 1,10392
40,40,239353_at,9.34e-18,7.010000000000001e-21,13.723855,37.13869,1.92845929,STK32A,serine/threonine kinase 32A,202374
41,41,227240_at,9.57e-18,7.42e-21,13.707753,37.08288,2.58488951,NGEF,neuronal guanine nucleotide exchange factor,25791
42,42,215380_s_at,9.57e-18,7.530000000000001e-21,13.703617,37.06853,1.78307913,GGCT,gamma-glutamylcyclotransferase,79017
43,43,204668_at,1.15e-17,9.29e-21,13.644311,36.86262,1.05561497,RNF24,ring finger protein 24,11237
